"Iteration" "Assoc_Stat" "S_IBS" "S_AM" "S_AS" "S_LIN" "S_REC" "S_QUAD" "S_012" "S_123" "S_124" "S_h1" "skat.kernel" "tree1" "tree2" "tree3" "tree4" "tree5"
"5476" 1816 "MDMR" 0.01 0 0 0 0.004 0 0 0 0 0 0 0.016 0.028 0 0 0
"5480" 1820 "MDMR" 0.01 0.024 0.048 0.004 0.59 0.004 0.166 0.03 0.116 0.02 0.002 0.494 0.44 0.008 0.004 0.014
"5482" 1822 "MDMR" 0.22 0.228 0.198 0.284 0.35 0.228 0.292 0.31 0.394 0.312 0.056 0.162 0.166 0.47 0.472 0.422
"5483" 1823 "MDMR" 0.09 0.084 0.136 0.184 0.582 0.214 0.032 0.034 0.04 0.038 0.012 0.328 0.31 0.068 0.062 0.088
"5484" 1824 "MDMR" 0.062 0.054 0.032 0.284 0.96 0.424 0.016 0.042 0.04 0.024 0.004 0.222 0.274 0.758 0.744 0.772
"5485" 1825 "MDMR" 0.188 0.218 0.194 0.036 0.076 0.468 0.144 0.208 0.178 0.206 0.086 0.396 0.362 0.17 0.196 0.196
"5486" 1826 "MDMR" 0 0.002 0 0 0.028 0 0 0 0 0 0 0 0 0.002 0 0
"5487" 1827 "MDMR" 0.004 0.004 0.002 0.002 0.074 0 0.01 0.002 0.01 0 0.022 0.012 0.012 0.02 0.004 0.014
"5490" 1830 "MDMR" 0.004 0.004 0.002 0.002 0.03 0.002 0.004 0.002 0.004 0 0 0.032 0.03 0.01 0.01 0.002
"5493" 1833 "SKAT" 0.302137427518154 0.302137427518154 0.302137427518154 0.971341048688944 1 1 0.251711698435725 0.251711698435726 0.228661885204725 0.251711698435728 0.00480738143717019 0.653702726451576 0.653702726451576 0.21774610735574 0.201854680774003 0.201854680774002
"5495" 1835 "SKAT" 0.139986113417863 0.139986113417863 0.139986113417863 1 0.75852532494231 0.98154644398938 0.146410559376531 0.14641055937653 0.13975724203365 0.14641055937653 0.0407039202551041 0.45164217135863 0.45164217135863 0.245860280656654 0.224618962731495 0.224618962731495
"5500" 1840 "SKAT" 0.77011273229017 0.77011273229017 0.77011273229017 1 1 0.728792521143284 0.74667369206219 0.746673692062189 0.773356903465517 0.746673692062189 0.175739797084581 0.357867047915408 0.357867047915409 0.0890037663872263 0.0820355078686067 0.0820355078686071
"5502" 1842 "SKAT" 0.00573653543460684 0.00573653543460684 0.00573653543460684 1 1 1 0.0142650964397062 0.0142650964397061 0.0457591552681311 0.0142650964397064 0.00726306717957192 0.000982706770967567 0.0009827067709679 0.00888187619291436 0.0104957329856323 0.0104957329856328
"5503" 1843 "SKAT" 0.0151819744435345 0.0151819744435345 0.0151819744435346 1 1 1 0.0200247410890892 0.0200247410890895 0.0406147096568978 0.020024741089089 3.62161903355585e-07 0.166288424501844 0.166288424501843 0.0146630464898306 0.0121253495904947 0.0121253495904945
"5506" 1846 "SKAT" 0.12345981012767 0.12345981012767 0.12345981012767 1 1 0.495140927367581 0.154720359706256 0.154720359706256 0.25204453796467 0.154720359706255 0.000379946647731444 0.331349545017971 0.331349545017971 0.0353511126274029 0.0331829295715568 0.0331829295715567
"5508" 1848 "SKAT" 0.157624723837964 0.157624723837964 0.157624723837963 0.817503789565354 1 1 0.320087640304716 0.320087640304717 0.410051913159731 0.320087640304716 0.00663858944657236 0.509496553505206 0.509496553505206 0.490087591221618 0.498390410591285 0.498390410591284
"5513" 1853 "SKAT" 0.249823262805346 0.249823262805346 0.249823262805347 0.973866300574474 1 1 0.208687822094942 0.208687822094942 0.232989626999322 0.208687822094942 0.00947538005903026 0.515844406953243 0.515844406953243 0.0378069276035646 0.0451847852181062 0.045184785218106
"5515" 1855 "SKAT" 0.0222768452744909 0.0222768452744909 0.0222768452744908 1 0.999999393376673 1 0.0443070433299545 0.0443070433299544 0.090191678654687 0.0443070433299545 3.74711754291823e-07 0.0873318299975643 0.0873318299975643 0.0225937150829889 0.0202676688663923 0.0202676688663926
"5523" 1833 "GTSR" 0.824 0.824 0.888 0.912 0.864 0.872 0.888 0.992 0.924 0.836 0.182 0.694 0.694 0.25 0.218 0.218
"5525" 1835 "GTSR" 0.382 0.382 0.33 0.956 0.918 0.996 0.422 0.674 0.722 0.644 0.098 0.94 0.94 0.356 0.314 0.314
"5530" 1840 "GTSR" 0.584 0.584 0.606 0.986 0.926 0.968 0.564 0.774 0.674 0.53 0.686 0.986 0.986 0.014 0.012 0.012
"5532" 1842 "GTSR" 0 0 0 0.884 0.966 0.904 0.004 0.15 0.304 0.018 0 0 0 0 0 0
"5533" 1843 "GTSR" 0.006 0.006 0.014 0.984 0.93 0.97 0.034 0.294 0.414 0.026 0 0.468 0.468 0 0 0
"5536" 1846 "GTSR" 0.336 0.336 0.422 0.966 0.774 0.882 0.498 0.73 0.752 0.472 0 0.958 0.958 0.002 0.002 0.002
"5538" 1848 "GTSR" 0.514 0.514 0.7 0.77 0.73 0.72 0.75 0.76 0.552 0.988 0.854 0.792 0.792 0.95 0.908 0.908
"5543" 1853 "GTSR" 0.692 0.692 0.806 0.902 0.97 0.868 0.708 0.924 0.932 0.58 0 0.786 0.786 0 0 0
"5545" 1855 "GTSR" 0.018 0.018 0.046 0.95 0.922 0.986 0.124 0.514 0.554 0.108 0 0.26 0.26 0 0 0
"5553" 1833 "MDMR" 0.266 0.308 0.364 0.056 0.388 0.062 0.318 0.218 0.256 0.226 0 0.69 0.708 0.048 0.028 0.026
"5555" 1835 "MDMR" 0.142 0.134 0.082 0.64 0.102 0.952 0.088 0.134 0.14 0.172 0.03 0.45 0.432 0.32 0.324 0.336
"5560" 1840 "MDMR" 0.782 0.796 0.564 0.668 0.86 0.702 0.7 0.778 0.796 0.79 0.106 0.348 0.358 0.042 0.04 0.036
"5562" 1842 "MDMR" 0.008 0.004 0.012 0.032 0.96 0.102 0.042 0.008 0.068 0.012 0.03 0 0 0.006 0.002 0.002
"5563" 1843 "MDMR" 0.006 0.016 0.086 0.31 0.39 0.28 0.126 0.038 0.072 0.008 0 0.156 0.158 0 0 0.002
"5566" 1846 "MDMR" 0.118 0.112 0.282 0.59 0.54 0.866 0.342 0.244 0.416 0.16 0.002 0.378 0.39 0.004 0.002 0.006
"5568" 1848 "MDMR" 0.142 0.156 0.178 0.414 0.124 0.22 0.394 0.348 0.438 0.34 0 0.502 0.486 0.412 0.446 0.458
"5573" 1853 "MDMR" 0.252 0.268 0.136 0.1 0.898 0.242 0.144 0.204 0.24 0.228 0.216 0.468 0.458 0.016 0.002 0.014
"5575" 1855 "MDMR" 0.028 0.014 0.018 0.74 0.654 0.682 0.076 0.058 0.148 0.044 0 0.096 0.122 0 0.002 0
"5581" 1861 "SKAT" 0.0143160174240156 0.0143160174240156 0.0143160174240154 1 0.999999102406281 0.883975797603689 0.0408741211164898 0.0408741211164896 0.117904289765452 0.0408741211164897 0.000384035750628287 0.0525511316488709 0.0525511316488709 0.0169048083671643 0.0179712456209701 0.0179712456209704
"5583" 1863 "SKAT" 0.0363641937946342 0.0363641937946342 0.036364193794634 1 1 0.999268639123442 0.0593001209993175 0.0593001209993174 0.10229993435686 0.0593001209993176 1.4110231323361e-06 0.327077475444237 0.327077475444238 0.147758601605902 0.126622987797785 0.126622987797784
"5584" 1864 "SKAT" 0.0832215306026807 0.0832215306026807 0.0832215306026804 0.0773415437769522 1 0.824561719467554 0.121866501596785 0.121866501596785 0.187478649924487 0.121866501596784 0.00043911848650402 0.0905572095097837 0.090557209509784 0.0502550939875179 0.0437271641403396 0.0437271641403394
"5588" 1868 "SKAT" 0.264193184416194 0.264193184416194 0.264193184416194 1 1 1 0.233801630961431 0.23380163096143 0.276384878930862 0.233801630961431 0.00464604412636804 0.586433415876946 0.586433415876946 0.291008950779606 0.275449341452011 0.275449341452011
"5590" 1870 "SKAT" 0.17378995562689 0.17378995562689 0.173789955626889 1 1 0.986069493104616 0.266397322973311 0.266397322973312 0.46766117780726 0.266397322973311 0.00102692518995973 0.513459263254686 0.513459263254685 0.133745068605847 0.106870379342306 0.106870379342305
"5591" 1871 "SKAT" 0.0892315004428131 0.0892315004428131 0.0892315004428129 1 1 1 0.16021500919241 0.160215009192411 0.320199046124412 0.160215009192411 0.000948411730551935 0.571164619522505 0.571164619522506 0.306851267273159 0.324082442615723 0.324082442615723
"5593" 1873 "SKAT" 0.00873763371455427 0.00873763371455427 0.00873763371455438 0.760512118871555 1 1 0.0374230236699713 0.0374230236699715 0.135348554680928 0.0374230236699713 6.02639069404148e-10 0.338129780780222 0.338129780780221 0.0546839756587961 0.0534481778428086 0.0534481778428084
"5594" 1874 "SKAT" 0.51780385257943 0.51780385257943 0.517803852579429 0.977528477419264 1 0.32830043911391 0.589904375659125 0.589904375659124 0.657248279922127 0.589904375659125 0.00114915894085554 0.64406396355059 0.64406396355059 0.240613131037675 0.243300369473924 0.243300369473923
"5596" 1876 "SKAT" 0.291474194740001 0.291474194740001 0.291474194740002 0.425242717664766 0.904262990531251 0.998906401344458 0.354846208859192 0.354846208859192 0.397417975183511 0.354846208859191 0.0108461810501379 0.404568256759281 0.404568256759282 0.317475811672466 0.329356344385561 0.329356344385561
"5599" 1879 "SKAT" 0.00570469007819596 0.00570469007819596 0.00570469007819607 1 1 0.999999959888054 0.0160489550767491 0.0160489550767491 0.0491273121529261 0.0160489550767492 4.08996739411962e-11 0.00722732853014241 0.0072273285301423 0.0246141552453517 0.0229103365182741 0.0229103365182745
"5602" 1882 "SKAT" 0.0109359722872606 0.0109359722872606 0.0109359722872608 1 0.539157396137363 1 0.00758912980304294 0.0075891298030426 0.00745642941270352 0.00758912980304283 0.000141792685382391 0.0538685993233841 0.0538685993233841 0.0493859241861709 0.0646201587968929 0.0646201587968933
"5603" 1883 "SKAT" 0.281103134210925 0.281103134210925 0.281103134210924 0.73198950438259 1 0.0156973965101146 0.491497218766826 0.491497218766826 0.737023595120446 0.491497218766829 0.032898234427795 0.544779491241234 0.544779491241234 0.689311107943564 0.693548418193285 0.693548418193285
"5607" 1887 "SKAT" 0.12530804953647 0.12530804953647 0.12530804953647 0.888142419328938 1 1 0.17291941959335 0.172919419593349 0.288390512029209 0.17291941959335 0.00025015912046622 0.337679340866098 0.337679340866098 0.109998254198728 0.105351551672346 0.105351551672347
"5610" 1890 "SKAT" 0.21206082517498 0.21206082517498 0.21206082517498 0.844914958671584 1 0.999997422239734 0.331662332918694 0.331662332918694 0.567696137013372 0.331662332918693 0.000945868886980783 0.464931378860398 0.464931378860398 0.122429203694824 0.132183627026446 0.132183627026446
"5611" 1861 "GTSR" 0.012 0.012 0.014 0.83 0.732 0.964 0.056 0.396 0.476 0.07 0 0.084 0.084 0 0 0
"5613" 1863 "GTSR" 0.1 0.1 0.11 0.872 0.88 0.942 0.16 0.628 0.604 0.274 0 0.952 0.952 0.122 0.106 0.106
"5614" 1864 "GTSR" 0.204 0.204 0.244 0.828 0.998 0.858 0.352 0.668 0.77 0.356 0 0.19 0.19 0.004 0.006 0.006
"5618" 1868 "GTSR" 0.802 0.802 0.8 0.962 0.966 0.988 0.822 0.898 0.952 0.854 0 0.716 0.716 0.502 0.434 0.434
"5620" 1870 "GTSR" 0.518 0.518 0.576 0.888 0.916 0.928 0.756 0.968 0.908 0.746 0 0.796 0.796 0.074 0.048 0.048
"5621" 1871 "GTSR" 0.308 0.308 0.512 0.708 0.998 0.752 0.766 0.872 0.8 0.474 0.05 0.71 0.71 0.522 0.57 0.57
"5623" 1873 "GTSR" 0.004 0.004 0.006 0.644 0.944 0.688 0.056 0.382 0.688 0.05 0 0.934 0.934 0.008 0.014 0.014
"5624" 1874 "GTSR" 0.84 0.84 0.66 0.856 0.886 0.876 0.664 0.738 0.804 0.92 0 0.632 0.632 0.308 0.304 0.304
"5626" 1876 "GTSR" 0.764 0.764 0.794 0.946 0.91 0.962 0.892 0.94 0.946 0.886 0.166 0.952 0.952 0.55 0.594 0.594
"5629" 1879 "GTSR" 0 0 0.01 0.816 0.886 0.868 0.032 0.436 0.48 0.02 0 0 0 0 0 0
"5632" 1882 "GTSR" 0.018 0.018 0.002 0.906 0.906 0.87 0.004 0.194 0.122 0.052 0 0.072 0.072 0.002 0.014 0.014
"5633" 1883 "GTSR" 0.744 0.744 0.98 0.728 0.966 0.762 0.608 0.626 0.476 0.962 0.836 0.714 0.714 0.376 0.354 0.354
"5637" 1887 "GTSR" 0.402 0.402 0.536 0.908 0.966 0.914 0.706 0.92 0.95 0.57 0 0.94 0.94 0.05 0.058 0.058
"5640" 1890 "GTSR" 0.622 0.622 0.642 0.93 0.968 0.91 0.982 0.952 0.7 0.914 0 0.91 0.91 0.048 0.052 0.052
"5641" 1861 "MDMR" 0.014 0.008 0.002 0.794 0.6 0.944 0.05 0.046 0.154 0.036 0.014 0.026 0.038 0 0.002 0
"5643" 1863 "MDMR" 0.026 0.026 0.06 0.344 0.286 0.566 0.13 0.088 0.156 0.048 0 0.212 0.236 0.104 0.088 0.1
"5644" 1864 "MDMR" 0.078 0.062 0.04 0 0.41 0.014 0.12 0.088 0.204 0.102 0.028 0.074 0.094 0.006 0.004 0.006
"5648" 1868 "MDMR" 0.258 0.22 0.262 0.8 0.794 0.922 0.308 0.326 0.416 0.178 0.012 0.534 0.514 0.394 0.318 0.29
"5650" 1870 "MDMR" 0.154 0.152 0.06 0 0.96 0.01 0.192 0.196 0.426 0.23 0.024 0.468 0.478 0.198 0.168 0.168
"5651" 1871 "MDMR" 0.06 0.09 0.032 0.002 0.822 0.032 0.206 0.11 0.34 0.098 0 0.48 0.406 0.306 0.422 0.338
"5653" 1873 "MDMR" 0.002 0.004 0.002 0.014 0.394 0.188 0.034 0.026 0.136 0.036 0 0.282 0.238 0.03 0.036 0.046
"5654" 1874 "MDMR" 0.534 0.508 0.228 0.17 0.338 0.43 0.362 0.548 0.638 0.62 0 0.59 0.6 0.062 0.058 0.078
"5656" 1876 "MDMR" 0.306 0.29 0.256 0.21 0.232 0.082 0.426 0.374 0.414 0.334 0 0.488 0.522 0.212 0.234 0.232
"5659" 1879 "MDMR" 0.004 0.006 0.02 0.012 0.882 0.054 0.126 0.022 0.124 0.008 0 0.002 0.002 0 0.004 0
"5662" 1882 "MDMR" 0.012 0.01 0.014 0 0.552 0.018 0.002 0.002 0 0.002 0 0.082 0.088 0.032 0.042 0.036
"5663" 1883 "MDMR" 0.26 0.262 0.136 0.184 0.906 0.294 0.724 0.53 0.828 0.494 0 0.594 0.598 0.872 0.88 0.884
"5667" 1887 "MDMR" 0.12 0.114 0.146 0.018 0.366 0.086 0.278 0.148 0.334 0.16 0 0.25 0.258 0.04 0.062 0.05
"5670" 1890 "MDMR" 0.208 0.254 0.18 0.296 0.888 0.528 0.452 0.308 0.664 0.362 0.002 0.468 0.516 0.056 0.084 0.066
"5678" 1898 "SKAT" 0.899184825250374 0.899184825250374 0.899184825250373 1 0.999999180393397 0.999717351350798 0.801884665339846 0.801884665339847 0.748875116216714 0.801884665339846 0.0390924225359698 0.918226607670731 0.918226607670731 0.697503786509461 0.699749502091247 0.699749502091247
"5682" 1902 "SKAT" 0.00269085031734162 0.00269085031734162 0.0026908503173414 1 1 1 0.00302703333157683 0.00302703333157672 0.00629507620489933 0.00302703333157694 6.74521007948403e-06 0.00666481876258729 0.00666481876258729 0.104881733735116 0.147433627619535 0.147433627619533
"5687" 1907 "SKAT" 0.0670310384931313 0.0670310384931313 0.0670310384931315 1 0.985951060745826 0.169884108760237 0.0925924796730734 0.0925924796730733 0.130783605236457 0.0925924796730733 0.00174221905189031 0.318161826109984 0.318161826109983 0.050882619952876 0.0483396599841943 0.0483396599841944
"5690" 1910 "SKAT" 0.0443490645789961 0.0443490645789961 0.0443490645789961 0.108116462382877 1 0.116310074460328 0.035333192951007 0.0353331929510067 0.0374341868224493 0.0353331929510069 0.000358474470495307 0.130620736958367 0.130620736958367 0.0408130612791127 0.0529696222705103 0.0529696222705096
"5692" 1912 "SKAT" 0.0910036646468168 0.0910036646468168 0.0910036646468166 1 0.999955516506999 1 0.100882369909596 0.100882369909596 0.140471707048687 0.100882369909596 0.00387278542660807 0.588510353007312 0.588510353007311 0.283656598110369 0.284781185339083 0.284781185339081
"5694" 1914 "SKAT" 0.110273275205675 0.110273275205675 0.110273275205674 1 1 1 0.458464137486511 0.458464137486517 0.12599681333947 0.45846413748651 0.114001817212086 0.19768935399554 0.19768935399554 0.199637978508192 0.211522528615175 0.211522528615175
"5696" 1916 "SKAT" 0.562582354258955 0.562582354258955 0.562582354258956 1 1 0.593337085113741 0.415108529011438 0.415108529011438 0.432136619115063 0.415108529011435 0.120699329470688 0.214383340583513 0.214383340583513 0.338575775888698 0.331537112458458 0.331537112458457
"5699" 1919 "SKAT" 0.0230732832198144 0.0230732832198144 0.0230732832198142 1 0.927447031469814 0.953334355665025 0.0410824511033514 0.0410824511033512 0.0746502872197016 0.0410824511033514 0.000186106278444509 0.0351514716302215 0.0351514716302216 0.0140848035858581 0.0136086045649677 0.0136086045649674
"5708" 1898 "GTSR" 0.352 0.352 0.466 0.884 0.878 0.864 0.58 0.82 0.84 0.534 0.132 0.344 0.344 0.37 0.364 0.364
"5712" 1902 "GTSR" 0 0 0 0.586 0.916 0.664 0 0.004 0.008 0 0 0 0 0.056 0.1 0.1
"5717" 1907 "GTSR" 0.18 0.18 0.24 0.992 0.962 0.992 0.372 0.668 0.716 0.342 0 0.884 0.884 0.018 0.016 0.016
"5720" 1910 "GTSR" 0.068 0.068 0.076 0.948 0.844 0.874 0.032 0.164 0.108 0.028 0 0.366 0.366 0.002 0.002 0.002
"5722" 1912 "GTSR" 0.298 0.298 0.274 0.786 0.824 0.926 0.218 0.656 0.49 0.354 0.004 0.798 0.798 0.456 0.476 0.476
"5724" 1914 "GTSR" 0.452 0.452 0.86 0.678 0.79 0.658 0.512 0.566 0.774 0.968 0.36 0.626 0.626 0.24 0.26 0.26
"5726" 1916 "GTSR" 0.766 0.766 0.684 0.922 0.93 0.974 0.964 0.934 0.97 0.984 0.278 0.62 0.62 0.592 0.566 0.566
"5729" 1919 "GTSR" 0.058 0.058 0.02 0.732 0.968 0.804 0.07 0.532 0.592 0.164 0 0.08 0.08 0 0 0
"5738" 1898 "MDMR" 0.93 0.924 0.938 0.372 0.896 0.552 0.84 0.804 0.788 0.828 0.034 0.942 0.94 0.75 0.732 0.746
"5742" 1902 "MDMR" 0 0.004 0 0 0.754 0 0.002 0 0.004 0.002 0 0.012 0.018 0.232 0.304 0.342
"5747" 1907 "MDMR" 0.062 0.084 0.118 0.43 0.34 0.798 0.168 0.106 0.172 0.11 0.02 0.264 0.266 0.004 0.002 0.002
"5750" 1910 "MDMR" 0.04 0.042 0.074 0 0.682 0.004 0.076 0.016 0.054 0.034 0 0.072 0.058 0.006 0.012 0.01
"5752" 1912 "MDMR" 0.072 0.092 0.032 0.494 0.188 0.944 0.04 0.092 0.124 0.088 0 0.538 0.534 0.366 0.31 0.3
"5754" 1914 "MDMR" 0.098 0.098 0.034 0.194 0.002 0.03 0.06 0.262 0.048 0.408 0.064 0.178 0.17 0.106 0.084 0.104
"5756" 1916 "MDMR" 0.55 0.552 0.482 0.126 0.894 0.224 0.32 0.408 0.442 0.448 0.166 0.332 0.34 0.08 0.08 0.08
"5759" 1919 "MDMR" 0.022 0.028 0.008 0.122 0.186 0.368 0.064 0.042 0.102 0.026 0 0.022 0.022 0 0.004 0
"5761" 1921 "SKAT" 0.0481854144055246 0.0481854144055246 0.0481854144055244 1 0.999999779689169 0.0295087558731217 0.076895923022994 0.0768959230229938 0.140933343063329 0.0768959230229942 7.7544902917781e-05 0.238497265398184 0.238497265398184 0.0684922144478952 0.0768469855195425 0.0768469855195431
"5765" 1925 "SKAT" 0.638743655670363 0.638743655670363 0.63874365567036 1 1 1 0.535845415027149 0.535845415027147 0.605509420641252 0.535845415027154 0.543891814205703 0.865069954920791 0.86506995492079 0.284075989739683 0.297526769447717 0.297526769447717
"5766" 1926 "SKAT" 0.172418339347469 0.172418339347469 0.172418339347469 0.967384802233886 0.994755161243471 0.169578107021055 0.241862544866414 0.241862544866414 0.353642192186147 0.241862544866414 0.00280392667221785 0.666453671801457 0.666453671801456 0.0563731794264904 0.054560548414911 0.0545605484149096
"5768" 1928 "SKAT" 0.467165173820781 0.467165173820781 0.46716517382078 0.980016579989212 1 1 0.475946098920125 0.475946098920125 0.500769694694816 0.475946098920125 0.0231029827626389 0.738678975433135 0.738678975433135 0.0870641185961716 0.107355617700116 0.107355617700116
"5769" 1929 "SKAT" 0.0263377457931609 0.0263377457931609 0.0263377457931609 0.0176972340386781 1 1 0.0463544837045148 0.0463544837045141 0.0917385863937539 0.0463544837045146 1.5020320202952e-05 0.093689929956275 0.0936899299562748 0.23806546968972 0.217209794847354 0.217209794847354
"5771" 1931 "SKAT" 0.164967290688438 0.164967290688438 0.164967290688437 0.999990667869487 0.233949014769256 0.101201180504458 0.157138735813172 0.157138735813173 0.166583681135622 0.157138735813173 0.00702801808967968 0.494510958353479 0.494510958353479 0.075115489696708 0.0713084333294607 0.0713084333294607
"5778" 1938 "SKAT" 0.0673350402899612 0.0673350402899612 0.0673350402899614 0.73573382974493 1 0.342333386653214 0.176716965935267 0.176716965935267 0.308599377665339 0.176716965935267 0.000203393545189057 0.121287548412991 0.121287548412991 0.11119534037611 0.119590356902157 0.119590356902157
"5781" 1941 "SKAT" 0.0365309673727321 0.0365309673727321 0.0365309673727319 0.999994182889172 1 1 0.0486823778013793 0.0486823778013794 0.0753777727218571 0.048682377801379 1.45794564194723e-05 0.0342760255038228 0.0342760255038226 0.123909879314655 0.116479535939716 0.116479535939716
"5783" 1943 "SKAT" 0.178212598465013 0.178212598465013 0.178212598465012 0.999990453237578 1 0.047577421036799 0.268953219383112 0.268953219383111 0.167777010798278 0.268953219383115 0.00503692820577228 0.415290576034364 0.415290576034364 0.10584645138582 0.0989730669694802 0.0989730669694794
"5786" 1946 "SKAT" 0.0436708457159378 0.0436708457159378 0.0436708457159378 0.999996964987025 1 0.99995058554914 0.0812487990604718 0.0812487990604718 0.104339573090525 0.0812487990604718 0.000344620920952776 0.0285630681262258 0.0285630681262257 0.0271432245934025 0.0187708330632659 0.0187708330632659
"5788" 1948 "SKAT" 0.0581032123678165 0.0581032123678165 0.0581032123678165 1 1 0.255926596662112 0.115895618864742 0.115895618864742 0.244019154248119 0.115895618864742 1.70553124460016e-05 0.100122807057424 0.100122807057424 0.0894755084142858 0.0850860035466392 0.0850860035466388
"5791" 1921 "GTSR" 0.128 0.128 0.386 0.654 0.762 0.64 0.586 0.964 0.794 0.27 0 0.792 0.792 0.022 0.022 0.022
"5795" 1925 "GTSR" 0.686 0.686 0.764 0.984 0.828 0.948 0.926 0.93 0.998 0.926 0.674 0.48 0.48 0.454 0.484 0.484
"5796" 1926 "GTSR" 0.424 0.424 0.596 0.756 0.926 0.788 0.842 0.92 0.76 0.644 0 0.644 0.644 0.014 0.014 0.014
"5798" 1928 "GTSR" 0.916 0.916 0.83 0.926 0.974 0.892 0.766 0.826 0.79 0.934 0.004 0.526 0.526 0.036 0.046 0.046
"5799" 1929 "GTSR" 0.02 0.02 0.056 0.8 0.804 0.936 0.078 0.406 0.37 0.04 0 0.214 0.214 0.338 0.288 0.288
"5801" 1931 "GTSR" 0.51 0.51 0.866 0.822 0.6 0.768 0.976 0.864 0.738 0.694 0 0.822 0.822 0.018 0.01 0.01
"5808" 1938 "GTSR" 0.246 0.246 0.134 0.986 0.832 0.976 0.418 0.776 0.796 0.632 0 0.374 0.374 0.048 0.066 0.066
"5811" 1941 "GTSR" 0.062 0.062 0.136 0.886 0.938 0.926 0.162 0.584 0.55 0.126 0 0.038 0.038 0.102 0.098 0.098
"5813" 1943 "GTSR" 0.512 0.512 0.67 0.99 0.94 0.988 0.82 0.93 0.764 0.734 0.018 0.924 0.924 0.052 0.056 0.056
"5816" 1946 "GTSR" 0.076 0.076 0.088 0.818 0.828 0.77 0.216 0.438 0.636 0.268 0 0.032 0.032 0 0 0
"5818" 1948 "GTSR" 0.156 0.156 0.154 0.896 0.91 0.97 0.316 0.692 0.814 0.368 0 0.37 0.37 0.032 0.024 0.024
"5821" 1921 "MDMR" 0.042 0.052 0.006 0 0.592 0.002 0.024 0.038 0.082 0.042 0.002 0.246 0.276 0.036 0.034 0.034
"5825" 1925 "MDMR" 0.666 0.628 0.806 0.212 0.654 0.482 0.822 0.598 0.722 0.492 0.586 0.91 0.9 0.12 0.13 0.12
"5826" 1926 "MDMR" 0.172 0.174 0.022 0.024 0.444 0.25 0.192 0.2 0.358 0.224 0.016 0.636 0.644 0.008 0.008 0.006
"5828" 1928 "MDMR" 0.406 0.44 0.246 0.07 0.96 0.104 0.318 0.488 0.49 0.436 0.032 0.586 0.594 0.01 0.008 0.008
"5829" 1929 "MDMR" 0.028 0.026 0.008 0 0.504 0.026 0.054 0.034 0.11 0.036 0.002 0.072 0.056 0.358 0.414 0.398
"5831" 1931 "MDMR" 0.136 0.142 0.088 0.046 0.23 0.048 0.114 0.082 0.112 0.15 0.03 0.596 0.61 0.004 0.006 0.004
"5838" 1938 "MDMR" 0.04 0.05 0.016 0 0.084 0.024 0.24 0.09 0.316 0.134 0 0.158 0.16 0.016 0.026 0.022
"5841" 1941 "MDMR" 0.042 0.026 0.024 0.582 0.39 0.91 0.06 0.064 0.102 0.058 0 0.072 0.082 0.13 0.124 0.11
"5843" 1943 "MDMR" 0.162 0.182 0.21 0.432 0.066 0.94 0.24 0.306 0.19 0.292 0 0.412 0.426 0.026 0.026 0.016
"5846" 1946 "MDMR" 0.038 0.046 0.014 0.296 0.262 0.108 0.046 0.078 0.084 0.102 0 0.01 0.008 0.01 0.01 0.004
"5848" 1948 "MDMR" 0.054 0.056 0.016 0.028 0.884 0.068 0.112 0.094 0.252 0.1 0 0.15 0.168 0.016 0.004 0.008
"5853" 1953 "SKAT" 0.224991356588622 0.224991356588622 0.224991356588623 0.999979371622592 0.847052076450387 0.89254110344798 0.142077950258139 0.142077950258139 0.146455401615014 0.142077950258139 0.00546637895631852 0.198974076336595 0.198974076336595 0.387431031835518 0.392429972657709 0.392429972657708
"5855" 1955 "SKAT" 0.000392247233437337 0.000392247233437337 0.000392247233437448 1 0.999995852266828 1 0.00105985592308 0.00105985592308044 0.00456549724629207 0.00105985592308033 4.05521286848121e-05 0.102620381019022 0.102620381019022 0.0394422687898216 0.0436015573308914 0.0436015573308914
"5856" 1956 "SKAT" 0.0285018778604093 0.0285018778604093 0.0285018778604093 0.999171979895699 0.135937432190846 0.983032839563548 0.0473551915651713 0.047355191565171 0.0791688006492695 0.0473551915651713 2.77070140664026e-05 0.0992854652125468 0.0992854652125468 0.0329106792478177 0.0378346308226021 0.0378346308226021
"5863" 1963 "SKAT" 0.710403298698856 0.710403298698856 0.710403298698853 0.964381655424351 1 1 0.705921408794312 0.70592140879431 0.759114527865726 0.705921408794311 0.00557480942419919 0.947782159892088 0.947782159892088 0.577802696437012 0.588018768255727 0.588018768255728
"5865" 1965 "SKAT" 0.0105346384823164 0.0105346384823164 0.0105346384823164 1 0.479370651002068 1 0.023983227845644 0.023983227845644 0.0547229578398234 0.0239832278456441 4.80551448837074e-05 0.136205293202393 0.136205293202392 0.0489390553505442 0.0514337458009964 0.0514337458009962
"5867" 1967 "SKAT" 0.0799788191964649 0.0799788191964649 0.079978819196465 0.999939608508084 1 1 0.103650813108146 0.103650813108146 0.0943546347607004 0.103650813108146 0.00790171446834964 0.0323589500519514 0.0323589500519512 0.155251429933042 0.142242003836343 0.142242003836343
"5874" 1974 "SKAT" 0.211800679559359 0.211800679559359 0.211800679559359 0.999834293806632 0.996484517817048 1 0.257764002484076 0.257764002484075 0.406988736749482 0.257764002484076 0.00265125101588737 0.617332613419777 0.617332613419778 0.0946913517048504 0.102185107593523 0.102185107593523
