"Iteration" "Assoc_Stat" "S_IBS" "S_AM" "S_AS" "S_LIN" "S_REC" "S_QUAD" "S_012" "S_123" "S_124" "S_h1" "skat.kernel" "tree1" "tree2" "tree3" "tree4" "tree5"
"8031" 2691 "SKAT" 0.151630493392062 0.151630493392062 0.151630493392064 1 1 1 0.21298123163129 0.21298123163129 0.292191797862432 0.212981231631292 0.000157256820442875 0.423014319882543 0.423014319882543 0.088740140888929 0.0834584621974224 0.0834584621974225
"8035" 2695 "SKAT" 0.0674971753522033 0.0674971753522033 0.0674971753522033 1 1 0.91193141750986 0.0405750936177954 0.0405750936177955 0.0305086280021308 0.0405750936177953 0.00297828349630724 0.078087814538651 0.0780878145386512 0.257180191714223 0.256401347467162 0.256401347467162
"8037" 2697 "SKAT" 0.0847790700385349 0.0847790700385349 0.0847790700385349 0.912906322039195 0.995705184542103 0.999995262323419 0.0623722274382765 0.0623722274382765 0.0751206006054048 0.0623722274382765 0.0441734827004308 0.096994936853724 0.096994936853724 0.658675416974693 0.691209184213622 0.691209184213623
"8040" 2700 "SKAT" 0.0805697418826583 0.0805697418826583 0.0805697418826584 0.977279542922891 1 1 0.0900923441569557 0.0900923441569557 0.146013737173352 0.0900923441569554 0.0195208348075985 0.25583539440084 0.255835394400841 0.107417166594681 0.121877502032405 0.121877502032404
"8041" 2671 "GTSR" 0.558 0.558 0.634 0.906 0.998 0.926 0.686 0.938 0.996 0.668 0 0.366 0.366 0.01 0.008 0.008
"8043" 2673 "GTSR" 0.466 0.466 0.338 0.846 0.8 0.796 0.218 0.406 0.276 0.424 0.652 0.33 0.33 0.876 0.942 0.942
"8046" 2676 "GTSR" 0.028 0.028 0.088 0.584 0.884 0.726 0.154 0.648 0.502 0.088 0 0.148 0.148 0 0 0
"8050" 2680 "GTSR" 0.012 0.012 0.072 0.618 0.964 0.662 0.112 0.932 0.944 0.144 0 0.876 0.876 0.034 0.026 0.026
"8052" 2682 "GTSR" 0.206 0.206 0.296 0.742 0.92 0.768 0.292 0.71 0.772 0.212 0 0.226 0.226 0 0 0
"8059" 2689 "GTSR" 0.48 0.48 0.564 0.88 0.904 0.918 0.498 0.828 0.716 0.482 0 0.752 0.752 0.274 0.28 0.28
"8061" 2691 "GTSR" 0.48 0.48 0.7 0.876 1 0.886 0.818 0.994 0.956 0.688 0 0.886 0.886 0.056 0.054 0.054
"8065" 2695 "GTSR" 0.228 0.228 0.304 0.966 1 0.96 0.134 0.656 0.514 0.308 0 0.216 0.216 0.372 0.324 0.324
"8067" 2697 "GTSR" 0.25 0.25 0.352 0.902 0.976 0.936 0.232 0.588 0.536 0.178 0.122 0.244 0.244 0.442 0.344 0.344
"8070" 2700 "GTSR" 0.248 0.248 0.322 0.764 0.896 0.77 0.286 0.618 0.85 0.26 0.012 0.786 0.786 0.066 0.068 0.068
"8071" 2671 "MDMR" 0.16 0.16 0.088 0.616 0.218 0.918 0.16 0.206 0.35 0.212 0.002 0.094 0.106 0.006 0.002 0.012
"8073" 2673 "MDMR" 0.812 0.794 0.714 0.002 0.592 0.022 0.82 0.836 0.884 0.85 0 0.992 0.982 0.192 0.15 0.208
"8076" 2676 "MDMR" 0.008 0.016 0.006 0.002 0.074 0.146 0.088 0.06 0.118 0.034 0 0.07 0.086 0.002 0.002 0
"8080" 2680 "MDMR" 0.002 0.01 0 0.004 0.574 0.008 0.002 0.004 0.024 0.018 0 0.3 0.278 0.02 0.008 0.018
"8082" 2682 "MDMR" 0.05 0.048 0.024 0 0.626 0.006 0.052 0.036 0.076 0.054 0 0.07 0.072 0.002 0.008 0
"8089" 2689 "MDMR" 0.136 0.142 0.284 0.54 0.068 0.952 0.198 0.172 0.188 0.138 0 0.556 0.532 0.334 0.318 0.268
"8091" 2691 "MDMR" 0.134 0.12 0.072 0.13 0.702 0.204 0.292 0.204 0.326 0.188 0 0.32 0.368 0.024 0.024 0.028
"8095" 2695 "MDMR" 0.068 0.062 0.066 0.004 0.112 0.01 0.028 0.036 0.026 0.038 0.002 0.128 0.108 0.17 0.164 0.17
"8097" 2697 "MDMR" 0.09 0.098 0.138 0.032 0.392 0.06 0.086 0.072 0.094 0.048 0.074 0.182 0.164 0.874 0.9 0.928
"8100" 2700 "MDMR" 0.094 0.07 0.07 0.35 0.768 0.666 0.112 0.08 0.17 0.12 0.098 0.428 0.384 0.04 0.044 0.05
"8104" 2704 "SKAT" 0.726523884654702 0.726523884654702 0.726523884654702 1 0.978619309383495 1 0.734889354345417 0.734889354345416 0.749981638202686 0.734889354345412 0.0241758904168394 0.543885640594215 0.543885640594215 0.361436253115277 0.362601963969099 0.362601963969098
"8106" 2706 "SKAT" 0.631431556215586 0.631431556215586 0.631431556215584 1 1 0.995035478173756 0.723984195177728 0.72398419517773 0.881473460898989 0.723984195177727 0.0292220317725953 0.815251706700501 0.815251706700501 0.340567486067815 0.32321347850806 0.323213478508061
"8107" 2707 "SKAT" 0.0066922759649557 0.0066922759649557 0.00669227596495592 1 0.898486656760585 1 0.0147619617033592 0.0147619617033592 0.0158383199735344 0.0147619617033591 8.1653616557098e-07 0.0342640219965012 0.034264021996501 0.0254869956226252 0.0251499751339601 0.0251499751339603
"8108" 2708 "SKAT" 0.033891796052236 0.033891796052236 0.0338917960522361 0.978038491674843 1 0.922821443133561 0.0588475187535953 0.0588475187535951 0.0758061234418074 0.0588475187535945 3.12954164927159e-05 0.321772012307815 0.321772012307815 0.0196463206239734 0.0224448460134915 0.0224448460134914
"8110" 2710 "SKAT" 0.0677824949282853 0.0677824949282853 0.0677824949282855 1 1 1 0.083216120635357 0.083216120635357 0.096838395821947 0.083216120635357 0.00196461949697579 0.15327127344775 0.15327127344775 0.192056856202926 0.196327528522883 0.196327528522882
"8111" 2711 "SKAT" 0.0344856225575896 0.0344856225575896 0.0344856225575895 1 1 0.635020295175375 0.0260511458649453 0.0260511458649453 0.0253804776092568 0.0260511458649452 0.00263212193996143 0.0215518820946148 0.021551882094615 0.0534875116958019 0.0631554716983777 0.063155471698379
"8116" 2716 "SKAT" 0.727648600484561 0.727648600484561 0.727648600484559 0.979349451090299 1 1 0.580279103077572 0.580279103077568 0.488072471873332 0.580279103077574 0.0617367359042882 0.792962499017355 0.792962499017356 0.385653973544953 0.377631846374088 0.377631846374088
"8123" 2723 "SKAT" 0.0181795496838671 0.0181795496838671 0.018179549683867 0.292030641137379 1 0.996576876228324 0.0376998238887051 0.0376998238887051 0.09537795487 0.0376998238887052 1.80275940564467e-05 0.157335805293722 0.157335805293722 0.0319888523627462 0.0327700833496094 0.03277008334961
"8134" 2704 "GTSR" 0.64 0.64 0.578 0.964 0.906 0.97 0.632 0.83 0.874 0.818 0.18 0.804 0.804 0.652 0.668 0.668
"8136" 2706 "GTSR" 0.698 0.698 0.686 0.946 0.898 0.998 0.688 0.81 0.782 0.76 0.094 0.51 0.51 0.602 0.53 0.53
"8137" 2707 "GTSR" 0.002 0.002 0.002 0.624 0.97 0.71 0.012 0.094 0.05 0.01 0 0.026 0.026 0 0 0
"8138" 2708 "GTSR" 0.034 0.034 0.038 0.958 0.98 0.952 0.132 0.472 0.502 0.204 0 0.854 0.854 0 0 0
"8140" 2710 "GTSR" 0.176 0.176 0.312 0.852 0.978 0.872 0.328 0.752 0.662 0.336 0 0.544 0.544 0.17 0.168 0.168
"8141" 2711 "GTSR" 0.072 0.072 0.134 0.976 0.94 0.944 0.092 0.52 0.48 0.136 0 0.026 0.026 0.004 0.016 0.016
"8146" 2716 "GTSR" 0.63 0.63 0.544 0.864 0.99 0.902 0.732 0.81 0.878 0.87 0.734 0.536 0.536 0.758 0.726 0.726
"8151" 2721 "GTSR" 0.416 0.416 0.348 0.89 0.87 0.866 0.254 0.538 0.498 0.464 0.016 0.47 0.47 0.574 0.586 0.586
"8153" 2723 "GTSR" 0.01 0.01 0.078 0.742 0.982 0.83 0.178 0.664 0.778 0.096 0 0.562 0.562 0 0 0
"8164" 2704 "MDMR" 0.728 0.74 0.61 0.282 0.762 0.336 0.67 0.694 0.754 0.74 0.032 0.57 0.624 0.324 0.38 0.354
"8166" 2706 "MDMR" 0.664 0.628 0.62 0.762 0.678 0.746 0.786 0.734 0.928 0.774 0.022 0.814 0.818 0.234 0.174 0.2
"8167" 2707 "MDMR" 0.002 0.008 0 0 0.026 0.28 0.006 0.004 0.006 0.008 0 0.042 0.048 0.006 0.008 0.008
"8168" 2708 "MDMR" 0.026 0.016 0.02 0 0.66 0.002 0.03 0.022 0.054 0.048 0 0.14 0.146 0.004 0 0.002
"8170" 2710 "MDMR" 0.062 0.062 0.038 0.122 0.89 0.178 0.036 0.062 0.096 0.084 0.032 0.214 0.19 0.114 0.118 0.122
"8171" 2711 "MDMR" 0.026 0.024 0.09 0.008 0.806 0.02 0.136 0.016 0.042 0.014 0.024 0.018 0.02 0.014 0.016 0.012
"8176" 2716 "MDMR" 0.72 0.684 0.682 0.63 0.62 0.84 0.486 0.66 0.492 0.56 0.002 0.782 0.78 0.27 0.218 0.214
"8181" 2721 "MDMR" 0.124 0.128 0.24 0.052 0.904 0.084 0.168 0.1 0.168 0.06 0.132 0.254 0.228 0.476 0.456 0.492
"8183" 2723 "MDMR" 0.02 0.012 0.014 0.052 0.958 0.104 0.096 0.024 0.116 0.048 0.004 0.168 0.206 0.002 0.012 0.008
"8191" 2731 "SKAT" 0.163614972499076 0.163614972499076 0.163614972499076 1 1 1 0.168867098701602 0.168867098701601 0.245629295414399 0.168867098701602 0.000303380239427886 0.0808965856557272 0.0808965856557271 0.122720789788598 0.119924330883588 0.119924330883588
"8192" 2732 "SKAT" 0.0195509800060916 0.0195509800060916 0.0195509800060916 1 1 1 0.025630182238881 0.0256301822388809 0.0513940948996228 0.0256301822388809 0.00256244374653836 0.0427978480629112 0.0427978480629112 0.0298608080320821 0.0322895925104327 0.032289592510433
"8195" 2735 "SKAT" 0.32604613904532 0.32604613904532 0.326046139045322 1 1 0.887931987464602 0.328382128230082 0.328382128230083 0.433886895036211 0.328382128230082 0.00744502052937523 0.373908791286126 0.373908791286125 0.0360973522221247 0.0378824736221927 0.0378824736221925
"8197" 2737 "SKAT" 0.0244948347507365 0.0244948347507365 0.0244948347507365 1 0.999999443759245 1 0.0350152801653665 0.0350152801653668 0.0777311049884699 0.0350152801653666 0.0069142324792113 0.0413339667828594 0.0413339667828596 0.0340698404033626 0.0324113856594999 0.0324113856594999
"8198" 2738 "SKAT" 0.0539022243489393 0.0539022243489393 0.0539022243489394 1 0.989905869705891 1 0.0794499276311001 0.0794499276311005 0.149232004956666 0.0794499276311003 3.29880449245756e-06 0.322423430116231 0.322423430116231 0.0916068560526311 0.0731278052247222 0.0731278052247213
"8200" 2740 "SKAT" 0.199873688874491 0.199873688874491 0.199873688874492 1 1 1 0.409890563646138 0.409890563646137 0.607816563186783 0.409890563646145 0.00884689692941931 0.53308860846532 0.53308860846532 0.268672625205428 0.283329206692069 0.283329206692069
"8202" 2742 "SKAT" 0.0134534466608346 0.0134534466608346 0.0134534466608344 0.866607480140924 1 0.863669461159943 0.0391154044658075 0.0391154044658074 0.118564420329134 0.0391154044658081 0.000175526835564099 0.108262975098329 0.108262975098329 0.0171632923936192 0.0163919820109537 0.0163919820109539
"8206" 2746 "SKAT" 0.0347289703940735 0.0347289703940735 0.0347289703940736 1 0.999999541274889 0.440026246503181 0.0757186015307234 0.0757186015307232 0.194056195961219 0.0757186015307234 1.35049736256221e-05 0.0244485831819397 0.0244485831819398 0.0153674029021852 0.0197024339260321 0.0197024339260325
"8207" 2747 "SKAT" 0.0763711077030281 0.0763711077030281 0.0763711077030278 0.999999307778378 0.102231599136843 0.584527321032957 0.0804547184565647 0.0804547184565647 0.0666170409485716 0.080454718456565 0.0019442764644324 0.278218995563306 0.278218995563306 0.108568581994954 0.110104382996486 0.110104382996485
"8209" 2749 "SKAT" 0.163894306010424 0.163894306010424 0.163894306010425 0.870162929103724 1 0.0139422369884536 0.189511121044544 0.189511121044545 0.259031394234319 0.189511121044542 7.42437311773703e-05 0.21072606208522 0.21072606208522 0.416575485380436 0.403197126317254 0.403197126317256
"8213" 2753 "SKAT" 0.00103719177298212 0.00103719177298212 0.001037191772982 0.915851988349535 0.999783370879109 1 0.00155045912190011 0.00155045912190033 0.00395254205974338 0.00155045912189988 0.000157526936408692 0.00376069217030672 0.00376069217030672 0.00512801751949943 0.00533277548214839 0.0053327754821485
"8214" 2754 "SKAT" 0.197361243433943 0.197361243433943 0.197361243433944 1 0.894003634650353 1 0.198247580663133 0.198247580663133 0.17888775898731 0.198247580663132 0.0227875265782478 0.255683422582124 0.255683422582125 0.420202983266059 0.396650336062881 0.39665033606288
"8215" 2755 "SKAT" 0.284700050363684 0.284700050363684 0.284700050363684 0.999998838010209 0.999999733881421 0.999993886110645 0.265026724738512 0.265026724738512 0.309461507367833 0.265026724738512 0.0107238817769226 0.600851288944821 0.600851288944821 0.175034137759046 0.162426976620214 0.162426976620214
"8221" 2731 "GTSR" 0.436 0.436 0.618 0.698 0.978 0.776 0.546 0.834 0.952 0.45 0 0.234 0.234 0.052 0.06 0.06
"8222" 2732 "GTSR" 0.022 0.022 0.038 0.832 0.938 0.838 0.046 0.442 0.49 0.052 0 0.05 0.05 0.002 0.002 0.002
"8225" 2735 "GTSR" 0.876 0.876 0.84 0.9 0.87 0.894 0.834 0.852 0.906 0.89 0 0.986 0.986 0.002 0 0
"8227" 2737 "GTSR" 0.052 0.052 0.01 0.88 0.946 0.878 0.036 0.328 0.49 0.166 0 0.056 0.056 0 0 0
"8228" 2738 "GTSR" 0.124 0.124 0.172 0.884 0.818 0.97 0.212 0.638 0.638 0.278 0 0.87 0.87 0.022 0.02 0.02
"8230" 2740 "GTSR" 0.582 0.582 0.636 0.838 0.826 0.784 0.802 0.728 0.464 0.918 0 0.804 0.804 0.46 0.48 0.48
"8232" 2742 "GTSR" 0.012 0.012 0.008 0.984 0.984 0.976 0.054 0.404 0.606 0.248 0 0.412 0.412 0 0 0
"8236" 2746 "GTSR" 0.048 0.048 0.068 0.792 0.698 0.956 0.122 0.426 0.454 0.148 0 0.022 0.022 0 0 0
"8237" 2747 "GTSR" 0.188 0.188 0.284 0.938 0.968 0.962 0.292 0.598 0.448 0.192 0.004 0.86 0.86 0.042 0.052 0.052
"8239" 2749 "GTSR" 0.606 0.606 0.944 0.75 0.754 0.712 0.936 0.79 0.668 0.706 0.002 0.608 0.608 0.88 0.842 0.842
"8243" 2753 "GTSR" 0 0 0 0.982 0.962 0.974 0 0.042 0.046 0.002 0 0 0 0 0 0
"8244" 2754 "GTSR" 0.614 0.614 0.648 0.978 0.888 0.976 0.582 0.826 0.664 0.64 0.106 0.77 0.77 0.828 0.746 0.746
"8245" 2755 "GTSR" 0.834 0.834 0.994 0.866 0.928 0.882 0.98 0.932 0.892 0.818 0.002 0.67 0.67 0.162 0.154 0.154
"8251" 2731 "MDMR" 0.122 0.146 0.08 0.002 0.982 0.02 0.186 0.152 0.254 0.18 0.002 0.098 0.094 0.076 0.096 0.074
"8252" 2732 "MDMR" 0.034 0.016 0.15 0.004 0.322 0.022 0.152 0.018 0.052 0.02 0.066 0.026 0.026 0.006 0.004 0.004
"8255" 2735 "MDMR" 0.316 0.312 0.35 0.05 0.792 0.224 0.396 0.33 0.476 0.28 0.096 0.34 0.366 0.012 0.01 0.016
"8257" 2737 "MDMR" 0.014 0.018 0.02 0.004 0.632 0.012 0.05 0.018 0.062 0.04 0.146 0.062 0.046 0.002 0.002 0.002
"8258" 2738 "MDMR" 0.05 0.034 0.128 0.106 0.452 0.238 0.292 0.094 0.244 0.048 0 0.296 0.35 0.06 0.042 0.03
"8260" 2740 "MDMR" 0.16 0.126 0.072 0.012 0.324 0.012 0.216 0.39 0.572 0.398 0.012 0.358 0.354 0.168 0.212 0.194
"8262" 2742 "MDMR" 0.012 0.02 0 0.59 0.866 0.598 0.03 0.062 0.202 0.042 0 0.078 0.106 0.002 0 0
"8266" 2746 "MDMR" 0.028 0.028 0.01 0.796 0.53 0.92 0.044 0.09 0.206 0.08 0.002 0.016 0.014 0.006 0.006 0.014
"8267" 2747 "MDMR" 0.062 0.078 0.05 0.588 0.032 0.636 0.056 0.074 0.068 0.092 0 0.348 0.338 0.06 0.034 0.024
"8269" 2749 "MDMR" 0.126 0.15 0.028 0.098 0.914 0.17 0.08 0.134 0.248 0.188 0 0.196 0.196 0.502 0.464 0.454
"8273" 2753 "MDMR" 0 0.004 0 0.8 0.244 0.752 0.014 0 0.006 0.002 0.002 0.006 0.002 0 0 0.004
"8274" 2754 "MDMR" 0.226 0.19 0.258 0.868 0.048 0.37 0.314 0.236 0.186 0.156 0.028 0.222 0.228 0.478 0.41 0.47
"8275" 2755 "MDMR" 0.234 0.248 0.368 0.104 0.484 0.152 0.374 0.302 0.318 0.202 0.07 0.618 0.676 0.142 0.126 0.12
"8281" 2761 "SKAT" 0.00391289651620697 0.00391289651620697 0.00391289651620752 0.467842021860924 0.00631132036687554 0.0321595778451671 0.00331065593570234 0.00331065593570234 0.00529355482753135 0.00331065593570257 0.00220274774124807 0.00516331810474546 0.00516331810474546 0.00615803717927044 0.00600472777219629 0.00600472777219618
"8282" 2762 "SKAT" 0.344636293497356 0.344636293497356 0.344636293497356 1 0.86232450629927 0.876148951517284 0.339004113366101 0.339004113366102 0.38574876923461 0.339004113366103 0.0134912758788043 0.55792461554268 0.55792461554268 0.0879304091686479 0.0827396965197045 0.0827396965197045
"8291" 2771 "SKAT" 0.260843624149121 0.260843624149121 0.260843624149122 0.994138593168641 1 0.979923288591569 0.31304528071876 0.31304528071876 0.427115868168753 0.313045280718759 6.23579907852445e-05 0.35654930641916 0.35654930641916 0.0442130151404994 0.0425486198227933 0.0425486198227945
"8296" 2776 "SKAT" 0.0576044837570513 0.0576044837570513 0.0576044837570516 0.182505631852979 1 0.511343794088718 0.142585920603 0.142585920603 0.213457973488783 0.142585920602999 2.06065487862173e-05 0.362622639618707 0.362622639618706 0.147713287428764 0.175679235669003 0.175679235669003
"8298" 2778 "SKAT" 0.1864552381931 0.1864552381931 0.1864552381931 1 0.966764865919538 1 0.349084356869023 0.349084356869022 0.526344391512226 0.349084356869023 0.000824665090358057 0.337374501949202 0.337374501949202 0.249554596907689 0.261823863511243 0.261823863511243
"8300" 2780 "SKAT" 0.0958492751759965 0.0958492751759965 0.0958492751759963 1 0.997886430434094 0.327008161250846 0.148916578571349 0.148916578571349 0.250967475515164 0.148916578571348 0.0012687078591509 0.102414453993151 0.102414453993151 0.0316073112221495 0.0326090803914212 0.0326090803914212
"8305" 2785 "SKAT" 0.355001760624617 0.355001760624617 0.355001760624617 1 1 0.216222244398316 0.623709731845928 0.623709731845928 0.712842592885044 0.623709731845925 0.0744975905430458 0.502455464426206 0.502455464426206 0.390129299112131 0.384118827040426 0.384118827040425
"8308" 2788 "SKAT" 0.20906877200231 0.20906877200231 0.209068772002311 1 1 0.477556045110886 0.173883802579739 0.173883802579739 0.163706327795082 0.173883802579739 0.0145977686834851 0.366963476514398 0.366963476514397 0.292672854843958 0.291178870269673 0.291178870269672
"8309" 2789 "SKAT" 0.000445090861079578 0.000445090861079578 0.000445090861079467 1 0.917438908998518 0.771658453258788 0.000472075776992709 0.00047207577699282 0.000535054616234154 0.000472075776992598 0.000159600690986084 0.000667454221420671 0.000667454221420671 0.0320224193806369 0.0227065395376157 0.0227065395376158
"8311" 2761 "GTSR" 0.002 0.002 0.006 0.892 0.912 0.894 0.002 0.336 0.286 0.046 0 0 0 0 0 0
"8312" 2762 "GTSR" 0.928 0.928 0.9 0.998 0.998 1 0.924 0.97 1 0.93 0.006 0.768 0.768 0.032 0.038 0.038
"8321" 2771 "GTSR" 0.796 0.796 0.958 0.852 0.998 0.872 0.958 0.892 0.854 0.866 0 0.986 0.986 0.006 0.008 0.008
"8326" 2776 "GTSR" 0.116 0.116 0.14 0.74 0.708 0.646 0.624 0.894 0.786 0.466 0 0.976 0.976 0.134 0.186 0.186
"8328" 2778 "GTSR" 0.562 0.562 0.854 0.748 0.984 0.816 0.878 0.794 0.744 0.794 0 0.9 0.9 0.33 0.35 0.35
"8330" 2780 "GTSR" 0.35 0.35 0.302 0.908 0.934 0.954 0.42 0.696 0.824 0.538 0 0.31 0.31 0.004 0.002 0.002
"8335" 2785 "GTSR" 0.91 0.91 0.974 0.92 0.91 0.976 0.652 0.754 0.75 0.824 0.44 0.788 0.788 0.772 0.754 0.754
"8338" 2788 "GTSR" 0.65 0.65 0.768 0.85 0.88 0.84 0.742 0.976 0.942 0.618 0.002 0.948 0.948 0.434 0.432 0.432
"8339" 2789 "GTSR" 0 0 0 0.92 0.912 0.902 0 0.05 0.012 0 0 0 0 0.002 0 0
"8341" 2761 "MDMR" 0.006 0.004 0.004 0 0.168 0 0.006 0 0.004 0.006 0.018 0.006 0.002 0 0 0
"8342" 2762 "MDMR" 0.302 0.328 0.328 0.02 0.152 0.01 0.216 0.236 0.28 0.298 0.08 0.534 0.584 0.018 0.012 0.026
"8351" 2771 "MDMR" 0.234 0.27 0.21 0.154 0.59 0.164 0.382 0.266 0.546 0.294 0 0.336 0.338 0.002 0.006 0.01
"8356" 2776 "MDMR" 0.048 0.048 0.002 0 0.13 0.104 0.04 0.096 0.146 0.14 0 0.356 0.36 0.128 0.118 0.126
"8358" 2778 "MDMR" 0.18 0.168 0.096 0.206 0.36 0.522 0.368 0.376 0.576 0.346 0.012 0.324 0.294 0.076 0.09 0.05
"8360" 2780 "MDMR" 0.044 0.046 0.05 0.002 0.096 0 0.178 0.128 0.234 0.114 0 0.08 0.088 0.006 0.002 0.002
"8365" 2785 "MDMR" 0.342 0.332 0.136 0.028 0.698 0.036 0.468 0.522 0.67 0.548 0.042 0.49 0.422 0.422 0.414 0.452
"8368" 2788 "MDMR" 0.178 0.146 0.094 0.07 0.146 0.054 0.094 0.128 0.108 0.172 0.14 0.282 0.268 0.124 0.132 0.112
"8369" 2789 "MDMR" 0 0 0 0 0.09 0 0 0 0 0 0.002 0.002 0.002 0.038 0.014 0.03
"8371" 2791 "SKAT" 0.17652331623713 0.17652331623713 0.17652331623713 1 1 0.999583935728912 0.241651211449009 0.241651211449009 0.396011820904021 0.24165121144901 0.00111262828048453 0.670468632228342 0.670468632228341 0.0464903935370691 0.0513801630902713 0.0513801630902715
"8375" 2795 "SKAT" 0.127019052389747 0.127019052389747 0.127019052389748 0.279164263243562 0.997227020455607 0.991369911174777 0.113031417201044 0.113031417201044 0.144312397501275 0.113031417201045 0.0010060244163087 0.2313008793832 0.2313008793832 0.222929940015035 0.233016305329716 0.233016305329717
"8376" 2796 "SKAT" 0.0118535229693902 0.0118535229693902 0.0118535229693905 0.982015020360743 0.999999586717797 0.892856950865674 0.0285862134893013 0.0285862134893013 0.0814407829510497 0.0285862134893016 8.39192240771336e-05 0.099720646120103 0.099720646120103 0.148573445197754 0.160896930726555 0.160896930726554
"8377" 2797 "SKAT" 0.115627245565707 0.115627245565707 0.115627245565707 0.998397951578973 0.67526631677693 0.948068776292925 0.0958419772613759 0.0958419772613757 0.0892415832169355 0.0958419772613752 0.000480700000657253 0.275990002624506 0.275990002624506 0.0504655736797684 0.0535202990575446 0.0535202990575446
"8378" 2798 "SKAT" 0.0759141487741115 0.0759141487741115 0.075914148774112 0.393948429821804 0.764611235022703 0.170273822259945 0.0596712629211009 0.0596712629211007 0.0496385303278444 0.0596712629211013 0.000383738256189092 0.0224958751749182 0.022495875174918 0.01713424133712 0.0142905292794042 0.014290529279404
"8380" 2800 "SKAT" 0.000818905285654425 0.000818905285654425 0.000818905285654425 1 1 1 0.000818553315307002 0.000818553315307002 0.00158086574628791 0.000818553315307113 3.46883951551913e-06 0.00361922424206784 0.00361922424206829 0.002748974616956 0.00430201314587508 0.00430201314587497
"8386" 2806 "SKAT" 0.0271424638959119 0.0271424638959119 0.0271424638959119 1 0.998305086704028 0.804486573678462 0.0331545874950923 0.0331545874950925 0.0346192916164519 0.0331545874950924 0.000225415989268729 0.128658071762718 0.128658071762718 0.0305025000995358 0.0325306314219951 0.0325306314219945
"8388" 2808 "SKAT" 0.00136497105047606 0.00136497105047606 0.00136497105047606 1 1 1 0.0027357177702203 0.00273571777022041 0.00457370263485724 0.00273571777022019 1.42959606006521e-05 0.0237335854808651 0.0237335854808649 0.0186403510164992 0.0196439999369935 0.0196439999369933
"8389" 2809 "SKAT" 0.00835756926815989 0.00835756926815989 0.00835756926815967 1 1 1 0.0228359373963625 0.0228359373963625 0.0513555348436054 0.0228359373963624 1.27050368448067e-05 0.144138706124748 0.144138706124748 0.0861197595504408 0.0760731075033007 0.0760731075033003
"8392" 2812 "SKAT" 0.267725294634455 0.267725294634455 0.267725294634455 0.994272977426038 0.999998400966267 0.443953366617654 0.221959940176048 0.221959940176047 0.241852134602179 0.221959940176048 0.00388948743617479 0.245324990382098 0.245324990382099 0.508529196296915 0.487759335566997 0.487759335566997
